person1_word_idx,person2_word_idx,sentence,person1_right_tokens,person2_right_tokens,text_between,person1_left_tokens,person2_left_tokens,person1_right_first_tokens,person2_right_first_tokens,person1_right_second_tokens,person2_right_second_tokens,person1_right_third_tokens,person2_right_third_tokens,person1_left_first_tokens,person2_left_first_tokens,person1_left_second_tokens,person2_left_second_tokens,person1_left_third_tokens,person2_left_third_tokens,tokens
"(47, 47)","(49, 49)","The solvus temperature of the alloy was found to be 1066°C ( S3 , Supplementary Information ) ; this is higher than the solvus temperature of Co-9Al-9.8W alloy and Co-35Ni-9Al-10W alloy ( fig 7 ( a ) ) [ 68 ] as well as the commercial Ni based WASPALOY ( 1030°C ) . ","[')', '.']","[')', '.']",[')'],"[')', '68', 'as', 'well', 'as', 'the', 'commercial', 'Ni', 'based', 'WASPALOY']","['as', 'well', 'as', 'the', 'commercial', 'Ni', 'based', 'WASPALOY', '(', '1030°C']",[')'],[],['.'],[],['.'],[],['('],[')'],['WASPALOY'],['1030°C'],['based'],['('],"['The', 'solvus', 'temperature', 'of', 'the', 'alloy', 'was', 'found', 'to', 'be', '1066°C', '(', 'S3', 'Supplementary', 'Information', ')', ';', 'this', 'is', 'higher', 'than', 'the', 'solvus', 'temperature', 'of', 'Co-9Al-9.8W', 'alloy', 'and', 'Co-35Ni-9Al-10W', 'alloy', '(', 'fig', '7', '(', 'a', ')', ')', '68', 'as', 'well', 'as', 'the', 'commercial', 'Ni', 'based', 'WASPALOY', '(', '1030°C', ')', '.']"
"(9, 9)","(16, 16)","By replacing 30 % Co with Ni in the alloy , the solvus temperature increases significantly to 1016°C from 928°C which further improved to 1066°C by addition 2 at % Ti . ","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which']","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which']","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to']","['By', 'replacing', '30', '%', 'Co', 'with', 'Ni', 'in']","['with', 'Ni', 'in', 'the', 'alloy', 'the', 'solvus', 'temperature', 'increases', 'significantly']",['the'],['from'],['solvus'],['928°C'],['temperature'],['which'],['the'],['to'],['in'],['significantly'],['Ni'],['increases'],"['By', 'replacing', '30', '%', 'Co', 'with', 'Ni', 'in', 'the', 'alloy', 'the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which', 'further', 'improved', 'to', '1066°C', 'by', 'addition', '2', 'at', '%', 'Ti', '.']"
"(9, 9)","(18, 18)","By replacing 30 % Co with Ni in the alloy , the solvus temperature increases significantly to 1016°C from 928°C which further improved to 1066°C by addition 2 at % Ti . ","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which']","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which']","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from']","['By', 'replacing', '30', '%', 'Co', 'with', 'Ni', 'in']","['in', 'the', 'alloy', 'the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C']",['the'],['which'],['solvus'],['further'],['temperature'],['improved'],['the'],['from'],['in'],['1016°C'],['Ni'],['to'],"['By', 'replacing', '30', '%', 'Co', 'with', 'Ni', 'in', 'the', 'alloy', 'the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which', 'further', 'improved', 'to', '1066°C', 'by', 'addition', '2', 'at', '%', 'Ti', '.']"
"(9, 9)","(23, 23)","By replacing 30 % Co with Ni in the alloy , the solvus temperature increases significantly to 1016°C from 928°C which further improved to 1066°C by addition 2 at % Ti . ","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which']","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which']","['the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which', 'further', 'improved', 'to']","['By', 'replacing', '30', '%', 'Co', 'with', 'Ni', 'in']","['temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which', 'further', 'improved']",['the'],['by'],['solvus'],['addition'],['temperature'],['2'],['the'],['to'],['in'],['improved'],['Ni'],['further'],"['By', 'replacing', '30', '%', 'Co', 'with', 'Ni', 'in', 'the', 'alloy', 'the', 'solvus', 'temperature', 'increases', 'significantly', 'to', '1016°C', 'from', '928°C', 'which', 'further', 'improved', 'to', '1066°C', 'by', 'addition', '2', 'at', '%', 'Ti', '.']"
"(5, 5)","(14, 14)",It is anticipated that future alloy modifications will increase solvus temperatures to well above 1100°C . ,"['modifications', 'will', 'increase', 'solvus', 'temperatures', 'to', 'well', 'above', '1100°C', '.']","['modifications', 'will', 'increase', 'solvus', 'temperatures', 'to', 'well', 'above', '1100°C', '.']","['modifications', 'will', 'increase', 'solvus', 'temperatures', 'to', 'well', 'above']","['It', 'is', 'anticipated', 'that']","['that', 'future', 'alloy', 'modifications', 'will', 'increase', 'solvus', 'temperatures', 'to', 'well']",['modifications'],['.'],['will'],['.'],['increase'],['.'],['future'],['above'],['that'],['well'],['anticipated'],['to'],"['It', 'is', 'anticipated', 'that', 'future', 'alloy', 'modifications', 'will', 'increase', 'solvus', 'temperatures', 'to', 'well', 'above', '1100°C', '.']"
"(34, 34)","(28, 28)",Both alloy compositions lie in the fcc -Co single phase field as the oxidation tests were carried out above the γ ′ solvus temperature of both alloys ( 1033°C and 960°C for the simple ternary and +CrTa alloy respectively ) . ,"['and', '+CrTa', 'alloy', 'respectively', ')', '.']","['and', '+CrTa', 'alloy', 'respectively', ')', '.']","['and', '960°C', 'for', 'the', 'simple']","['temperature', 'of', 'both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the']","['out', 'above', 'the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys']",['and'],['and'],['+CrTa'],['960°C'],['alloy'],['for'],['simple'],['('],['the'],['alloys'],['for'],['both'],"['Both', 'alloy', 'compositions', 'lie', 'in', 'the', 'fcc', '-Co', 'single', 'phase', 'field', 'as', 'the', 'oxidation', 'tests', 'were', 'carried', 'out', 'above', 'the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the', 'simple', 'ternary', 'and', '+CrTa', 'alloy', 'respectively', ')', '.']"
"(34, 34)","(30, 30)",Both alloy compositions lie in the fcc -Co single phase field as the oxidation tests were carried out above the γ ′ solvus temperature of both alloys ( 1033°C and 960°C for the simple ternary and +CrTa alloy respectively ) . ,"['and', '+CrTa', 'alloy', 'respectively', ')', '.']","['and', '+CrTa', 'alloy', 'respectively', ')', '.']","['for', 'the', 'simple']","['temperature', 'of', 'both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the']","['the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys', '(', '1033°C']",['and'],['for'],['+CrTa'],['the'],['alloy'],['simple'],['simple'],['and'],['the'],['1033°C'],['for'],['('],"['Both', 'alloy', 'compositions', 'lie', 'in', 'the', 'fcc', '-Co', 'single', 'phase', 'field', 'as', 'the', 'oxidation', 'tests', 'were', 'carried', 'out', 'above', 'the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the', 'simple', 'ternary', 'and', '+CrTa', 'alloy', 'respectively', ')', '.']"
"(36, 36)","(28, 28)",Both alloy compositions lie in the fcc -Co single phase field as the oxidation tests were carried out above the γ ′ solvus temperature of both alloys ( 1033°C and 960°C for the simple ternary and +CrTa alloy respectively ) . ,"['alloy', 'respectively', ')', '.']","['alloy', 'respectively', ')', '.']","['and', '960°C', 'for', 'the', 'simple', 'ternary', 'and']","['both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the', 'simple', 'ternary']","['out', 'above', 'the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys']",['alloy'],['and'],['respectively'],['960°C'],[')'],['for'],['and'],['('],['ternary'],['alloys'],['simple'],['both'],"['Both', 'alloy', 'compositions', 'lie', 'in', 'the', 'fcc', '-Co', 'single', 'phase', 'field', 'as', 'the', 'oxidation', 'tests', 'were', 'carried', 'out', 'above', 'the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the', 'simple', 'ternary', 'and', '+CrTa', 'alloy', 'respectively', ')', '.']"
"(36, 36)","(30, 30)",Both alloy compositions lie in the fcc -Co single phase field as the oxidation tests were carried out above the γ ′ solvus temperature of both alloys ( 1033°C and 960°C for the simple ternary and +CrTa alloy respectively ) . ,"['alloy', 'respectively', ')', '.']","['alloy', 'respectively', ')', '.']","['for', 'the', 'simple', 'ternary', 'and']","['both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the', 'simple', 'ternary']","['the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys', '(', '1033°C']",['alloy'],['for'],['respectively'],['the'],[')'],['simple'],['and'],['and'],['ternary'],['1033°C'],['simple'],['('],"['Both', 'alloy', 'compositions', 'lie', 'in', 'the', 'fcc', '-Co', 'single', 'phase', 'field', 'as', 'the', 'oxidation', 'tests', 'were', 'carried', 'out', 'above', 'the', 'γ', '′', 'solvus', 'temperature', 'of', 'both', 'alloys', '(', '1033°C', 'and', '960°C', 'for', 'the', 'simple', 'ternary', 'and', '+CrTa', 'alloy', 'respectively', ')', '.']"
"(11, 11)","(13, 13)","3.1 γ′ solvus temperature The γ ' solvus temperature of alloy A was 1157°C , about 14°C higher than that of alloy B-sample , as listed in Table 3 . ","['was', '1157°C', 'about', '14°C', 'higher', 'than', 'that', 'of', 'alloy', 'B-sample']","['was', '1157°C', 'about', '14°C', 'higher', 'than', 'that', 'of', 'alloy', 'B-sample']",['was'],"['3.1', 'γ′', 'solvus', 'temperature', 'The', 'γ', ""'"", 'solvus', 'temperature', 'of']","['solvus', 'temperature', 'The', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A']",['was'],['about'],['1157°C'],['14°C'],['about'],['higher'],['alloy'],['was'],['of'],['A'],['temperature'],['alloy'],"['3.1', 'γ′', 'solvus', 'temperature', 'The', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'was', '1157°C', 'about', '14°C', 'higher', 'than', 'that', 'of', 'alloy', 'B-sample', 'as', 'listed', 'in', 'Table', '3', '.']"
"(21, 21)","(13, 13)","3.1 γ′ solvus temperature The γ ' solvus temperature of alloy A was 1157°C , about 14°C higher than that of alloy B-sample , as listed in Table 3 . ","['as', 'listed', 'in', 'Table', '3', '.']","['as', 'listed', 'in', 'Table', '3', '.']","['about', '14°C', 'higher', 'than', 'that', 'of', 'alloy']","['alloy', 'A', 'was', '1157°C', 'about', '14°C', 'higher', 'than', 'that', 'of']","['solvus', 'temperature', 'The', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A']",['as'],['about'],['listed'],['14°C'],['in'],['higher'],['alloy'],['was'],['of'],['A'],['that'],['alloy'],"['3.1', 'γ′', 'solvus', 'temperature', 'The', 'γ', ""'"", 'solvus', 'temperature', 'of', 'alloy', 'A', 'was', '1157°C', 'about', '14°C', 'higher', 'than', 'that', 'of', 'alloy', 'B-sample', 'as', 'listed', 'in', 'Table', '3', '.']"
"(30, 30)","(50, 50)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(']","['and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of']","['which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A']",['and'],[')'],['alloy'],['and'],['B-sample'],['alloy'],['alloy'],['('],['of'],['A'],['re-aging'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(30, 30)","(56, 56)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were']","['and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(']","['and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of']","['temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample']",['and'],[')'],['alloy'],['resulted'],['B-sample'],['in'],['alloy'],['('],['of'],['B-sample'],['re-aging'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(33, 33)","(50, 50)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′']","['at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′']","['at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(']","['1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and']","['which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A']",['at'],[')'],['1167'],['and'],['and'],['alloy'],['alloy'],['('],['and'],['A'],['A'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(33, 33)","(56, 56)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′']","['at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′']","['at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(']","['1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and']","['temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample']",['at'],[')'],['1167'],['resulted'],['and'],['in'],['alloy'],['('],['and'],['B-sample'],['A'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(48, 48)","(50, 50)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted']","['(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted']",['('],"['1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of']","['which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A']",['('],[')'],['1157°C'],['and'],[')'],['alloy'],['alloy'],['('],['of'],['A'],['temperature'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(48, 48)","(56, 56)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted']","['(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted']","['(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(']","['1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of']","['temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample']",['('],[')'],['1157°C'],['resulted'],[')'],['in'],['alloy'],['('],['of'],['B-sample'],['temperature'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(54, 54)","(50, 50)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates']","['(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates']","[')', 'and', 'alloy']","['γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and']","['which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A']",['('],[')'],['1143°C'],['and'],[')'],['alloy'],['alloy'],['('],['and'],['A'],[')'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(54, 54)","(56, 56)","fig 3 shows the typical microstructure of γ′ precipitates in experimental alloys after aging in 1000°C for 300 h and re-aging at 1133-1167°C for 2 h. The re-aging of alloy A and alloy B-sample at 1167 and 1153°C , respectively , which were above the γ′ solvus temperature of alloy A ( 1157°C ) and alloy B-sample ( 1143°C ) , resulted in the dissolving of γ′ precipitates as shown in fig 3 ( a2 ) and ( b2 ) . ","['(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates']","['(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates']",['('],"['γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and']","['temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample']",['('],[')'],['1143°C'],['resulted'],[')'],['in'],['alloy'],['('],['and'],['B-sample'],[')'],['alloy'],"['fig', '3', 'shows', 'the', 'typical', 'microstructure', 'of', 'γ′', 'precipitates', 'in', 'experimental', 'alloys', 'after', 'aging', 'in', '1000°C', 'for', '300', 'h', 'and', 're-aging', 'at', '1133-1167°C', 'for', '2', 'h.', 'The', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1167', 'and', '1153°C', 'respectively', 'which', 'were', 'above', 'the', 'γ′', 'solvus', 'temperature', 'of', 'alloy', 'A', '(', '1157°C', ')', 'and', 'alloy', 'B-sample', '(', '1143°C', ')', 'resulted', 'in', 'the', 'dissolving', 'of', 'γ′', 'precipitates', 'as', 'shown', 'in', 'fig', '3', '(', 'a2', ')', 'and', '(', 'b2', ')', '.']"
"(16, 16)","(46, 46)","Moreover , fig 3 ( a3 ) and ( b3 ) shows the γ′ precipitates in alloy A grown from 0.31 to 0.4 μm , and the γ′ precipitates in alloy B-sample grown from 0.27 to 0.32 μm , after the re-aging of alloy A and alloy B-sample at 1147 and 1133°C , respectively , which were below the γ′ solvus temperature of experimental alloys . ","['grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates']","['grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates']","['grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at']","[')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in']","['μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample']",['grown'],['and'],['from'],['1133°C'],['0.31'],['respectively'],['alloy'],['at'],['in'],['B-sample'],['precipitates'],['alloy'],"['Moreover', 'fig', '3', '(', 'a3', ')', 'and', '(', 'b3', ')', 'shows', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'A', 'grown', 'from', '0.31', 'to', '0.4', 'μm', 'and', 'the', 'γ′', 'precipitates', 'in', 'alloy', 'B-sample', 'grown', 'from', '0.27', 'to', '0.32', 'μm', 'after', 'the', 're-aging', 'of', 'alloy', 'A', 'and', 'alloy', 'B-sample', 'at', '1147', 'and', '1133°C', 'respectively', 'which', 'were', 'below', 'the', 'γ′', 'solvus', 'temperature', 'of', 'experimental', 'alloys', '.']"
